Familia;Referencia;Descripción;Acabado;Fuente de luz; Precio
SONATA;6698;Colgante  - Pequeño;Cobre;1 x E27 (No Incl.);104,42
SOPHIE PINTURA DORADA;6290;***DES***Lámpara;Pintura Dorada;12 x E14 (No Incl.);550,68
SOPHIE PINTURA DORADA;6291;***DES***Lámpara ;Pintura Dorada;8 x E14 (No Incl.);408,12
SOPHIE PINTURA DORADA;6292;***DES***Lámpara ;Pintura Dorada;6 x E14 (No Incl.);322,30
SOPHIE PINTURA DORADA;6295;***DES***Aplique ;Pintura Dorada;1 x E14 (No Incl.);55,40
SOPHIE PINTURA DORADA;6296;***DES***Sobremesa ;Pintura Dorada;2 x E14 (No Incl.);96,62
SOPHIE PINTURA PLATEADA;6300;***DES***Lámpara;Pintura Plateada;12 x E14 (No Incl.);550,68
SOPHIE PINTURA PLATEADA;6301;***DES***Lámpara ;Pintura Plateada;8 x E14 (No Incl.);408,12
SOPHIE PINTURA PLATEADA;6302;***DES***Lámpara ;Pintura Plateada;6 x E14 (No Incl.);322,30
SOPHIE PINTURA PLATEADA;6303;***DES***Lámpara ;Pintura Plateada;3 x E14 (No Incl.);193,24
SOPHIE PINTURA PLATEADA;6304;***DES***Aplique ;Pintura Plateada;2 x E14 (No Incl.);89,86
SOPHIE PINTURA PLATEADA;6306;***DES***Sobremesa ;Pintura Plateada;2 x E14 (No Incl.);96,62
SOPHIE PINTURA PLATEADA;6307;***DES***Sobremesa ;Pintura Plateada;1 x E14 (No Incl.);62,83
STAR LED;5911;Lámpara LED  Dimable;Plata Cromo;LED 60W - 3000K - 4800 LMS - AC220-240V 50/60Hz;394,82
STAR LED;5913;Lámpara LED  Dimable;Plata Cromo;LED 42W - 3000K - 3700 LMS - 220-240V~50/60Hz;293,58
STAR LED;5915;Lámpara LED ;Plata Cromo;LED 42W - 3000K - 3700 LMS - 100-240V~50/60Hz;268,61
STAR LED;5918;Plafón LED  Dimable;Plata Cromo;LED 42W - 3000K - 3700 LMS - 220-240V~50/60Hz;291,56
STAR LED;6031;Plafón LED ;Plata Cromo;LED 42W - 3000K - 3700 LMS - 100-240V~50/60Hz;262,55
SURF;5100;***DES***Lámpara LED ;Níquel Sat. / Cromo;LED 24W - 3000K - 1631 LMS - AC100-240V 50/60Hz;187,20
SURF;5101;***DES***Plafón LED ;Níquel Sat. / Cromo;LED 26W - 3000K - 1800 LMS - AC100-240V 50/60Hz;144,30
SURF;5102;***DES***Plafón LED ;Níquel Sat. / Cromo;LED 6W - 3000K - 378 LMS - AC100-240V 50/60Hz;66,30
SURF;5103;***DES***Sobremesa LED ;Níquel Sat. / Cromo;LED 12W - 3000K - 784 LMS - AC100-240V 50/60Hz;95,55
SURF;5104;***DES***Pie De Salón LED Dim;Níquel Sat. / Cromo;LED 23W - 3000K - 1590 LMS - AC100-240V 50/60Hz;167,70
TAHITI;C0089;Aplique LED ;Blanco Mate;LED 6W - 3000K - 215 LMS - 220-240V~50/60Hz;46,50
TAHITI;C0141;Aplique LED ;Blanco Mate;LED 5W - 3000K - 325 LMS - AC 220-240V 50/60Hz;45,20
TAHITI;C0142;Aplique LED ;Blanco Mate;LED 5W - 3000K - 325 LMS - AC 220-240V 50/60Hz;43,30
TAHITI;C0143;Aplique LED ;Blanco Mate;LED 5W - 3000K - 325 LMS - AC 220-240V 50/60Hz;45,20
TAKE BLANCO;5780;***DES***Lámpara LED  Dimable;Blanco;LED 30W - 3000K - 2700 LMS - 220-240V~50/60Hz;315,12
TAKE BLANCO;5781;***DES***Plafón LED  Dimable;Blanco;LED 30W - 3000K - 2700 LMS - 220-240V~50/60Hz;306,11
TAKE BLANCO;5782;***DES***Plafón LED ;Blanco;LED 9W - 3000K - 800 LMS - 100-240V~50/60Hz;114,80
TAKE BLANCO;5783;***DES***Aplique LED ;Blanco;LED 12W - 3000K - 1080 LMS - 100-240V~50/60Hz;123,79
TAKE BLANCO;5784;***DES***Aplique LED ;Blanco;LED 6W - 3000K - 540 LMS - 100-240V~50/60Hz;87,79
TAKE BLANCO;5785;***DES***Pie De Salón LED Dim.;Blanco;LED 15W - 3000K - 1350 LMS - 220-240V~50/60Hz;292,60
TAKE BLANCO;5786;***DES***Pie De Salón LED  Dim;Blanco;LED 9W - 3000K - 800 LMS - 220-240V~50/60Hz;234,08
TAKE BLANCO;5787;***DES***Sobremesa LED ;Blanco;LED 9W - 3000K - 800 LMS - 220-240V~50/60Hz;117,94
TAKE BRONCE;5770;***DES***Lámpara LED  Dimable;Bronce;LED 30W - 3000K - 2700 LMS - 220-240V~50/60Hz;315,12
TAKE BRONCE;5771;***DES***Plafón LED  Dimable;Bronce;LED 30W - 3000K - 2700 LMS - 220-240V~50/60Hz;306,11
TAKE BRONCE;5774;***DES***Aplique LED ;Bronce;LED 6W - 3000K - 540 LMS - 100-240V~50/60Hz;87,79
TAKE BRONCE;5775;***DES***Pie De Salón LED Dim;Bronce;LED 15W - 3000K - 1350 LMS - 220-240V~50/60Hz;292,60
TAKE BRONCE;5776;***DES***Pie De Salón LED Dim.;Bronce;LED 9W - 3000K - 800 LMS - 220-240V~50/60Hz;234,08
TAKE BRONCE;5777;***DES***Sobremesa LED ;Bronce;LED 9W - 3000K - 800 LMS - 220-240V~50/60Hz;117,94
TAOS;7105;Baliza exterior LED IP65;Gris Piedra ;LED 6.5W - 3000K - 490 LMS - 220-240V~50/60Hz;94,34
TAOS;7106;Baliza exterior LED IP65;Gris Piedra ;LED 12W - 3000K - 905 LMS - 220-240V~50/60Hz;158,64
TAOS;7107;Luz De Tierra exterior  GU10 IP65;Gris Piedra ;1 x GU10 (No Incl.);49,32
TAOS;7108;Aplique exterior IP65;Gris Piedra ;LED 12W - 3000K - 1100 LMS - 220-240V~50/60Hz;78,46
TAOS;7109;Aplique exterior IP65;Blanco;LED 12W - 3000K - 1100 LMS - 220-240V~50/60Hz;78,46
TARIFA;6070;Aplique Lector LED ;Blanco Mate;LED 3W - 3000K - 210 LMS - 100-240V~50/60Hz;39,90
TARIFA;6071;Aplique Lector LED ;Níquel Satinado;LED 3W - 3000K - 210 LMS - 100-240V~50/60Hz;41,80
TARIFA;6072;Aplique Lector LED ;Cuero;LED 3W - 3000K - 210 LMS - 100-240V~50/60Hz;45,60
TEJA;6508;Aplique Exterior IP54  ;Blanco;1 x E27 (No Incl.);56,80
TEK PARTS;R00100;CONDENSADOR LED;Negro;;0,46
TEK PARTS;R00101;LAMPARADORA GU10;Blanco;;0,46
TENERIFE;6870;ESTANTE LED  + USB;Blanco;LED 8W - 3000K - 640 LMS - AC100-250V~ 50/60Hz;53,50
TENERIFE;6871;ESTANTE LED  + USB;Blanco;LED 8W - 4000K - 680 LMS - AC100-250V~ 50/60Hz;53,50
TIBET;7123;Plafón LED 70W Ventilador 35W;Blanco;LED 70W - 2700K-5000K - 3000 LMS - 220-240V~50/60Hz;279,00
TIBET;7124;Plafón LED 70W Ventilador 35W;Oro/Negro;LED 70W - 2700K-5000K - 3000 LMS - 220-240V~50/60Hz;289,00
TIBET;7125;Plafón LED 70W Ventilador 35W;Plata;LED 70W - 2700K-5000K - 3000 LMS - 220-240V~ 50/60Hz;279,00
TIBET;7126;Plafón LED 70W Ventilador 35W;Madera/Blanco;LED 70W - 2700K-5000K - 3000 LMS - 220-240V~50/60Hz;289,00
TIFFANY CROMO;3850;Lámpara;Cromo;12 x E14 (No Incl.);612,30
TIFFANY CROMO;3851;Lámpara ;Cromo;6 x E14 (No Incl.);339,30
TIFFANY CROMO;3852;Lámpara ;Cromo;4 x E14 (No Incl.);232,05
TIFFANY CROMO;3853;Lámpara ;Cromo;6 x E27 (No Incl.);462,15
TIFFANY CROMO;3855;Lámpara ;Cromo;3 x E27 (No Incl.);251,55
TIFFANY CROMO;3857;Lámpara ;Cromo;5 x E27 (No Incl.);395,85
TIFFANY CROMO;3858;Lámpara ;Cromo;3 x E27 (No Incl.);126,75
TIFFANY CROMO;3860;Lámpara ;Cromo;3 x E14 (No Incl.);216,44
TIFFANY CROMO;3861;Lámpara ;Cromo;1 x E27 (No Incl.);81,90
TIFFANY CROMO;3863;Aplique ;Cromo;2 x E14 (No Incl.);128,70
TIFFANY CROMO;3864;Aplique ;Cromo;1 x E14 (No Incl.);66,30
TIFFANY CROMO;3868;Sobremesa ;Cromo;1 x E14 (No Incl.);81,68
TIFFANY CROMO;3869;Pie De Salón ;Cromo;3 x E27 (No Incl.);300,30
TIFFANY CUERO;3870;Lámpara;Cuero;12 x E14 (No Incl.);637,65
TIFFANY CUERO;3871;Lámpara ;Cuero;6 x E14 (No Incl.);354,91
TIFFANY CUERO;3872;Lámpara ;Cuero;4 x E14 (No Incl.);241,79
TIFFANY CUERO;3873;Lámpara ;Cuero;6 x E27 (No Incl.);479,70
TIFFANY CUERO;3875;Lámpara ;Cuero;3 x E27 (No Incl.);263,25
TIFFANY CUERO;3877;Lámpara ;Cuero;5 x E27 (No Incl.);409,50
TIFFANY CUERO;3878;Lámpara ;Cuero;3 x E27 (No Incl.);130,66
TIFFANY CUERO;3880;Lámpara ;Cuero;3 x E14 (No Incl.);226,20
TIFFANY CUERO;3881;Lámpara ;Cuero;1 x E27 (No Incl.);83,85
TIFFANY CUERO;3883;Aplique ;Cuero;2 x E14 (No Incl.);132,60
TIFFANY CUERO;3884;Aplique ;Cuero;1 x E14 (No Incl.);68,24
TIFFANY CUERO;3888;Sobremesa ;Cuero;1 x E14 (No Incl.);89,70
TIFFANY CUERO;3889;Pie De Salón ;Cuero;3 x E27 (No Incl.);313,95
TIGNES;6497;Aplique LED  IP54;Gris Oscuro;LED 10W - 3000K - 700 LMS - 100-240V~50/60Hz;98,00
TIGNES;6498;Baliza LED  IP54;Gris Oscuro;LED 10W - 3000K - 700 LMS - 100-240V~50/60Hz;115,20
TIGNES;6499;Baliza LED  IP54;Gris Oscuro;LED 10W - 3000K - 700 LMS - 100-240V~50/60Hz;127,90
TOJA;5120;Aplique LED ;Blanco;LED 8W - 4000K - 720 LMS - 220-240V~50/60Hz;44,10
TOJA;5121;Aplique LED ;Blanco;LED 16W - 4000K - 1410 LMS - 220-240V~50/60Hz;64,70
TOJA;5122;Aplique LED ;Blanco;LED 12W - 4000K - 1080 LMS - 220-240V~50/60Hz;81,30
TOJA;6253;Aplique LED ;Blanco;LED 8W - 3000K - 720 LMS - 220-240V~50/60Hz;44,10
TOJA;6254;Aplique LED ;Blanco;LED 16W - 3000K - 1410 LMS - 220-240V~50/60Hz;64,70
TORCH;6700;Aplique LED ;Blanco Arena;LED 6W - 3000K - 410 LMS - 220-240V~50/60Hz;56,30
TORCH;6701;Aplique LED ;Negro Arena;LED 6W - 3000K - 410 LMS - 220-240V~50/60Hz;56,30
TORCH;6702;Aplique LED ;Blanco Arena;LED 9W - 3000K - 620 LMS - 220-240V~50/60Hz;79,80
TORCH;6703;Aplique LED ;Negro Arena;LED 9W - 3000K - 620 LMS - 220-240V~50/60Hz;79,80
TORCH;6735;Pie De Salón LED;Blanco Arena;LED 25W - 3000K - 1950 LMS - 220-240V~50/60Hz;184,00
TORCH;6736;Pie De Salón LED;Negro Arena;LED 25W - 3000K - 1950 LMS - 220-240V~50/60Hz;184,00
TORCH;6737;Sobremesa LED ;Blanco Arena;LED 11W - 3000K - 900 LMS - AC220-240V 50/60Hz;73,80
TORCH;6738;Sobremesa LED ;Negro Arena;LED 11W - 3000K - 900 LMS - AC220-240V 50/60Hz;73,80
TORCH;6825;Lámpara LED ;Blanco Arena;LED 22W - 3000K - 1750 LMS - 220-240V~50/60Hz;103,80
TORCH;6826;Lámpara LED ;Negro Arena;LED 22W - 3000K - 1750 LMS - 220-240V~50/60Hz;103,80
TORCH;6827;Plafón LED 3;Blanco Arena;LED 36W - 3000K - 2850 LMS - 220-240V~50/60Hz;207,80
TORCH;6828;Plafón LED 3;Negro Arena;LED 36W - 3000K - 2850 LMS - 220-240V~50/60Hz;207,80
TRIANGLE;4821;***DES***Lámpara ;Madera;1 x E27 (No Incl.);222,30
TRIANGLE;4823;***DES***Lámpara ;Lacado Blanco;1 x E27 (No Incl.);89,70
TRIANGLE;4824;***DES***Lámpara ;Madera;1 x E27 (No Incl.);109,20
TRIAX;6525;Aplique exterior LED  IP54;Gris Oscuro;LED 8W - 3000K - 750 LMS - 220-240V~50/60Hz;50,60
TRIAX;6526;Aplique exterior LED  IP54;Arena Blanco;LED 8W - 3000K - 750 LMS - 220-240V~50/60Hz;50,60
TSUNAMI;6650;Lámpara  LED line;Blanco Arena;LED 48W - 3000K - 3600 LMS - AC220-240V 50-60Hz;206,84
TSUNAMI;6651;Plafón LED;Blanco Arena;LED 48W - 3000K - 3600 LMS - AC220-240V 50-60Hz;186,16
TSUNAMI;6652;Aplique LED ;Blanco Arena;LED 24W - 3000K - 1800 LMS - 100-250V~50/60Hz;100,19
TSUNAMI;6653;Aplique LED ;Blanco Arena;LED 12W - 3000K - 900 LMS - 100-250V~50/60Hz;55,59
TSUNAMI;6654;Aplique LED ;Blanco Arena;LED 12W - 3000K - 900 LMS - 100-250V~50/60Hz;52,36
TSUNAMI;6655;Sobremesa LED ;Blanco Arena;LED 6W - 3000K - 450 LMS - AC100-240V 50-60Hz;74,33
TSUNAMI;6656;Sobremesa LED ;Blanco Arena;LED 12W - 3000K - 900 LMS - AC100-240V 50-60Hz;114,41
TSUNAMI;6657;Pie De Salón LED ;Blanco Arena;LED 36W - 3000K - 2700 LMS - AC220-240V 50-60Hz;209,43
TUBE;5530;Lámpara LED ;Cromo;LED 36W - 4000K - 2800 LMS - AC 220-240V 50/60Hz;168,03
TUBE;5531;Lámpara LED ;Cromo;LED 26W - 4000K - 2000 LMS - AC 220-240V 50/60Hz;127,95
TUBE;5532;Plafón LED ;Cromo;LED 21W - 4000K - 1800 LMS - AC 220-240V 50/60Hz;80,17
TUBE;5533;Plafón LED ;Cromo;LED 13W - 4000K - 1100 LMS - AC 220-240V 50/60Hz;58,43
TUBE;5534;Plafón LED ;Cromo;LED 8W - 4000K - 680 LMS - AC 220-240V 50/60Hz;39,30
TURKS;6815;Aplique LED ;Blanco Arena;LED 3W - 3000K - 210 LMS - 100-240V~50/60Hz;48,86
TURKS;6816;Aplique LED ;Negro Arena;LED 3W - 3000K - 210 LMS - 100-240V~50/60Hz;48,86
UTAH;7050;Aplique exterior E27 1 Luz IP65;Gris Oscuro;1 x E27 (No Incl.);35,40
UTAH;7051;Aplique exterior E27 1 Luz IP65;Blanco;1 x E27 (No Incl.);35,40
VENUS;7292;Aplique LED Perchero;Blanco;LED 6W - 3000K - 490 LMS - 220-240V~50/60Hz;87,42
VENUS;7293;Aplique LED Perchero;Negro;LED 6W - 3000K - 490 LMS - 220-240V~50/60Hz;87,42
VERBIER;7065;Plafón/Aplique exterior   IP65;Gris Oscuro;2 x E27 (No Incl.);57,80
VERBIER;7066;Aplique exterior   IP65;Gris Oscuro;2 x E27 (No Incl.);55,86
VERSAILLES;5560;Lámpara LED ;Cromo;LED 256W - 3000K - 12339 LMS - 220-240V~50/60Hz;1840,41
VERSAILLES;5561;Lámpara LED ;Cromo;LED 155W - 3000K - 7461 LMS - 220-240V~50/60Hz;970,40
VERSAILLES;5562;Lámpara LED ;Cromo;LED 106W - 3000K - 5075 LMS - 220-240V~50/60Hz;523,17
VERSAILLES;5563;Lámpara LED ;Cromo;LED 66W - 3000K - 3166 LMS - 220-240V~50/60Hz;494,13
VERSAILLES;5564;Lámpara LED ;Cromo;LED 57W - 3000K - 2733 LMS - 220-240V~50/60Hz;380,94
VINTAGE;4970;Colgante  Pequeño;Cuero;1 x E27 (No Incl.);159,76
VINTAGE;4971;Colgante  Mediano;Cuero;1 x E27 (No Incl.);215,68
VINTAGE;4972;Colgante  Grande;Cuero;1 x E27 (No Incl.);241,82
VINTAGE;4973;Colgante  Pequeño;Cuero;1 x E27 (No Incl.);152,50
VINTAGE;4974;Colgante  Mediano;Cuero;1 x E27 (No Incl.);208,42
VINTAGE;4975;Colgante  Grande;Cuero;1 x E27 (No Incl.);234,56
VIRGIN;5110;Plafón LED  CR.;Blanco Diamante;LED 18W - 2700K-6500K - 1680 LMS - AC 220-240V 50/60Hz;104,33
VIRGIN;5929;Plafón LED  CR.;Blanco Diamante;LED 18W - 2700K-6500K - 1680 LMS - AC 220-240V 50/60Hz;116,99
VOLCANO;6482;Aplique exterior ;Grafito;2 x E27 (No Incl.);64,40
VOLCANO;6483;Aplique exterior;Grafito;1 x E27 (No Incl.);47,20
YAQUE;6360;Aplique LED;Cromo;LED 8W - 3000K - 447 LMS - AC 175-265V 50/60Hz;52,70
YAQUE;6362;Aplique LED;Cromo;LED 8W - 4000K - 475 LMS - AC 175-265V 50/60Hz;52,70
YAQUE;6363;Aplique LED;Cromo;LED 12W - 4000K - 840 LMS - AC 175-265V 50/60Hz;59,00
YETI;7098;Aplique exterior LED IP54;Grafito;LED 2.2W - 3000K - 188 LMS - DC 3.7V;81,46
ZACK;770;Lámpara ;Níquel Satinado;3 x E27 LED (No Incl.);253,35
ZACK;771;Lámpara ;Níquel Satinado;3 x E27 LED (No Incl.);217,38
ZACK;772;Lámpara ;Níquel Satinado;1 x E27 LED (No Incl.);74,66
ZACK;773;Aplique ;Níquel Satinado;1 x E14 LED (No Incl.);72,43
ZACK;774;Sobremesa ;Níquel Satinado;1 x E14 LED (No Incl.);88,91
ZACK;775;Pie De Salón ;Níquel Satinado;1 x E14 LED (No Incl.);172,07
ZANZIBAR;6715;Sobremesa Cargador Inducción;Blanco Arena;LED 6W - 3000K - 450 LMS - AC220-240V 50/60Hz;94,00
ZANZIBAR;6716;Sobremesa Cargador Inducción;Negro Arena;LED 6W - 3000K - 450 LMS - AC220-240V 50/60Hz;94,00
ZANZIBAR;6750;Aplique Cargador Inducción  ;Blanco Arena;LED 3W - 3000K - 210 LMS - 100-240V~50/60Hz;102,30
ZANZIBAR;6751;Aplique Cargador Inducción  ;Blanco Arena;LED 6W - 3000K - 470 LMS - 220-240V~50/60Hz;107,80
ZANZIBAR;6752;Aplique Cargador Inducción  ;Negro Arena;LED 3W - 3000K - 210 LMS - 100-240V~50/60Hz;102,30
ZANZIBAR;6753;Aplique Cargador Inducción  ;Negro Arena;LED 6W - 3000K - 470 LMS - 220-240V~50/60Hz;107,80
ZANZIBAR;6754;Aplique Cargador Inducción  ;Blanco Arena;LED 3W - 3000K - 210 LMS - 220-240V~50/60Hz;89,90
ZANZIBAR;6755;Aplique Cargador Inducción  ;Negro Arena;LED 3W - 3000K - 210 LMS - 220-240V~50/60Hz;89,90
ZEN CROMO;1420;Semi Plafón 4 Luces;Cromo;4 x G9 ;113,10
ZEN CROMO;1421;Semi Plafón 6 Luces;Cromo;6 x G9 ;159,90
ZEN CROMO;1422;Semi Plafón 8 Luces;Cromo;8 x G9 ;202,80
ZEN CROMO;1423;Lámpara 6 Luces;Cromo;6 x G9 ;175,50
ZEN CROMO;1424;Lámpara 8 Luces;Cromo;8 x G9 ;218,41
ZEN CROMO;1425;Aplique 2 Luces;Cromo;2 x G9 ;50,70
ZEN CROMO;1426;Aplique 1 Luz;Cromo;1 x G9 ;31,21
ZEN CROMO;1427;Sobremesa 1 Luz;Cromo;1 x G9 ;56,56
ZEN CUERO;1430;Semi Plafón 4 Luces;Cuero;4 x G9 ;116,99
ZEN CUERO;1431;Semi Plafón 6 Luces;Cuero;6 x G9 ;165,75
ZEN CUERO;1432;Semi Plafón 8 Luces;Cuero;8 x G9 ;208,65
ZEN CUERO;1433;Lámpara 6 Luces;Cuero;6 x G9 ;179,39
ZEN CUERO;1434;Lámpara 8 Luces;Cuero;8 x G9 ;228,15
ZEN CUERO;1435;Aplique 2 Luces;Cuero;2 x G9 ;50,70
ZEN CUERO;1436;Aplique 1 Luz;Cuero;1 x G9 ;35,10
ZEN CUERO;1437;Sobremesa 1 Luz;Cuero;1 x G9 ;58,50
ZERO E27;5410;Plafón ;Blanco;5 x E27 (No Incl.);38,60
ZERO E27;5411;Plafón ;Blanco;3 x E27 (No Incl.);27,00
ZERO E27;6055;Plafón ;Blanco;9 x E27 (No Incl.);124,00
ZERO II;5940;Plafón ;Blanco;LED 50W - 3000K - 3700 LMS - 220-240V~50/60Hz;54,60
ZERO II;5941;Plafón ;Blanco;LED 50W - 5000K - 3800 LMS - 220-240V~50/60Hz;54,60
ZERO II;5942;Plafón ;Blanco;LED 36W - 3000K - 2350 LMS - 220-240V~50/60Hz;33,15
ZERO II;5943;Plafón ;Blanco;LED 36W - 5000K - 2450 LMS - 220-240V~50/60Hz;33,15
ZERO II;5944;Plafón ;Blanco;LED 24W - 3000K - 1600 LMS - 220-240V~50/60Hz;23,40
ZERO II;5945;Plafón ;Blanco;LED 24W - 5000K - 1700 LMS - 220-240V~50/60Hz;23,40
ZERO LED;3673;***DES***Plafón LED  CR.;Blanco;LED 60W - 2200K-6500K - 4200 LMS - 220-240V~50/60Hz;115,05
ZERO LED;3678;***DES***Plafón LED ;Blanco;LED 60W -  - 4200 LMS - 220-240V~50/60Hz;191,10
ZERO SMART;5946;Plafón LED ;Blanco;LED 80W - 3000K-5000K - 4500 LMS - 220-240V~50/60Hz;74,48
ZERO SMART;5947;Plafón LED ;Blanco;LED 56W - 3000K-5000K - 3500 LMS - 220-240V~50/60Hz;58,20
ZERO SMART;5948;Plafón LED ;Blanco;LED 40W - 3000K-5000K - 2400 LMS - 220-240V~50/60Hz;48,88
