Familia;Referencia;Descripción;Acabado;Fuente de luz; Precio
GUINCHO;7082;Empotrable LED ;Blanco Arena;LED 5W - 2700K - 410 LMS - AC 220-240V 50/60Hz;28,40
GUINCHO;7083;Empotrable LED ;Negro Arena;LED 5W - 2700K - 410 LMS - AC 220-240V 50/60Hz;28,40
HABANA;5316;Aplique (Solo Cuerpo);Blanco Cromo;LED 3W - 4000K - 200 LMS - 220-240V~50/60Hz / 1 x E27 (No Incl.);82,32
HABANA;5317;Aplique (Solo Cuerpo);Negro Cromo;LED 3W - 4000K - 200 LMS - 220-240V~50/60Hz / 1 x E27 (No Incl.);82,32
HELIX;6100;Pie De Salón LED  Dimable;Plata-Cromo;LED 42W - 3000K - 3360 LMS - 220-240V~50/60Hz;404,39
HELIX;6101;Pie De Salón LED  Dimable;Cuero Satinado;LED 42W - 3000K - 3360 LMS - 220-240V~50/60Hz;420,12
HELIX;6102;Pie De Salón LED  Dimable;Blanco-Cromo;LED 42W - 4000K - 3360 LMS - 220-240V~50/60Hz;404,39
HEMISFERIC;4080;Lámpara LED;Aluminio;LED 28W - 3000K - 2520 LMS - 220-240V~50/60Hz;298,35
HEMISFERIC;4081;Lámpara LED ;Aluminio;LED 20W - 3000K - 1800 LMS - 100-240V~50/60Hz;232,05
HEMISFERIC;4083;Plafón LED ;Aluminio;LED 20W - 3000K - 1800 LMS - 100-240V~50/60Hz;237,90
HEMISFERIC;4084;Aplique LED ;Aluminio;LED 6W - 3000K - 540 LMS - 100-240V~50/60Hz;95,55
HEMISFERIC;4085;Sobremesa LED ;Aluminio;LED 6W - 3000K - 540 LMS - 220-240V~50/60Hz;109,20
HEMISFERIC;4086;Pie De Salón LED Dimable;Aluminio;LED 20W - 3000K - 1800 LMS - 220-240V~50/60Hz;374,40
HIGH SCHOOL;6237;Sobremesa LED Dim;Gris Ceniza;LED 9W - 3000K-5000K - 490 LMS - 100-240V~50/60Hz;62,24
HIMALAYA;7120;Plafón LED 70W Ventilador 30W;Blanco;LED 70W - 2700K-5000K - 4900 LMS - 220-240V~50/60Hz;269,00
HIMALAYA;7121;Plafón LED 70W Ventilador 30W;Negra;LED 70W - 2700K-5000K - 4900 LMS - 220-240V~50/60Hz;269,00
HIMALAYA;7122;Plafón LED 70W Ventilador 30W;Plata;LED 70W - 2700K-5000K - 4900 LMS - 220-240V~50/60Hz;269,00
HIMALAYA;7128;Plafón LED 70W Ventilador 30W;Madera;LED 70W - 2700K-5000K - 4900 LMS - 220-240V~50/60Hz;279,00
IBIZA;5257;Aplique LED ;Blanco;LED 10W - 4000K - 700 LMS - 100-240V~50/60Hz;119,10
IGUAZU;6558;Aplique Exterior IP54;Gris Oscuro;1 x GX53 (No Incl.);49,00
IGUAZU;6559;Aplique Exterior IP54;Blanco;1 x GX53 (No Incl.);49,00
IGUAZU;6768;Aplique Exterior IP54;Blanco;2 x GX53 (No Incl.);74,90
IGUAZU;6769;Aplique Exterior IP54;Gris Oscuro;2 x GX53 (No Incl.);74,90
INDUSTRIAL METAL ARENA;5430;Colgante Grande ;Metal Arena;1 x E27 (No Incl.);91,00
INDUSTRIAL METAL ARENA;5431;Colgante Mediano ;Metal Arena;1 x E27 (No Incl.);72,00
INDUSTRIAL METAL ARENA;5432;Colgante Pequeño ;Metal Arena;1 x E27 (No Incl.);64,80
INDUSTRIAL METAL ARENA;5433;Lámpara Doble ;Metal Arena;2 x E27 (No Incl.);130,32
INDUSTRIAL METAL ARENA;5434;Aplique Extensible ;Metal Arena;1 x E27 (No Incl.);109,84
INDUSTRIAL METAL OXIDO;5440;Colgante Grande ;Oxide Metal;1 x E27 (No Incl.);91,11
INDUSTRIAL METAL OXIDO;5441;Colgante Mediano ;Oxide Metal;1 x E27 (No Incl.);72,00
INDUSTRIAL METAL OXIDO;5442;Colgante Pequeño ;Oxide Metal;1 x E27 (No Incl.);64,80
INDUSTRIAL METAL OXIDO;5443;Lámpara Doble ;Oxide Metal;2 x E27 (No Incl.);130,32
INDUSTRIAL METAL OXIDO;5444;Aplique Extensible ;Oxide Metal;1 x E27 (No Incl.);109,84
INFINITY BLANCO;5990;Lámpara LED Dimable;Blanco;LED 42W - 2800K - 3400 LMS - AC220-240V 50/60Hz;307,75
INFINITY BLANCO;5990K;Lámpara LED ;Blanco;LED 42W - 4000K - 3400 LMS - 100-240V~50/60Hz;307,75
INFINITY BLANCO;5991;Lámpara LED  Dimable;Blanco;LED 60W - 2800K - 4500 LMS - AC220-240V 50/60Hz;377,94
INFINITY BLANCO;5991K;Lámpara LED Dimable;Blanco;LED 60W - 4000K - 4500 LMS - AC220-240V 50/60Hz;377,94
INFINITY BLANCO;5992;Plafón LED ;Blanco;LED 30W - 2800K - 2500 LMS - 100-240V~50/60Hz;213,27
INFINITY BLANCO;5992K;Plafón LED ;Blanco;LED 30W - 4000K - 2500 LMS - 100-240V~50/60Hz;213,27
INFINITY BLANCO;5993;Lámpara LED ;Blanco;LED 30W - 2800K - 2500 LMS - 100-240V~50/60Hz;215,97
INFINITY BLANCO;5993K;Lámpara LED ;Blanco;LED 30W - 4000K - 2500 LMS - 100-240V~50/60Hz;215,97
INFINITY BLANCO;5994;Sobremesa LED ;Blanco;LED 12W - 2800K - 1000 LMS - 100-240V~50/60Hz;117,43
INFINITY BLANCO;5994K;Sobremesa LED ;Blanco;LED 12W - 4000K - 1000 LMS - 100-240V~50/60Hz;117,43
INFINITY FORJA;5390;Lámpara LED ;Forja;LED 42W - 2800K - 3400 LMS - AC100-240V 50/60Hz;283,45
INFINITY FORJA;5391;Lámpara LED ;Forja;LED 60W - 2800K - 4500 LMS - AC100-240V 50/60Hz;367,14
INFINITY FORJA;5392;Plafón LED ;Forja;LED 30W - 2800K - 2500 LMS - 100-240V~50/60Hz;213,27
INFINITY FORJA;5393;Sobremesa LED ;Forja;LED 12W - 2800K - 1000 LMS - 100-240V~50/60Hz;120,44
INFINITY FORJA;5394;Lámpara LED ;Forja;LED 30W - 2800K - 2500 LMS - AC100-240V 50/60Hz;215,97
INFINITY FORJA;5810;Lámpara LED Dimable;Forja;LED 42W - 2800K - 3400 LMS - 220-240V~50/60Hz;307,75
INFINITY FORJA;5811;Lámpara LED  Dimable;Forja;LED 60W - 2800K - 4500 LMS - 220-240V~50/60Hz;377,94
INFINITY FORJA;5812;Plafón LED  Dimable;Forja;LED 30W - 2800K - 2500 LMS - 220-240V~50/60Hz;253,10
INFINITY LINE;6607;Lámpara LED ;Cromo / Blanco;LED 60W - 3000K - 4500 LMS - 100-240V~50/60Hz;457,87
INFINITY LINE;6608;Lámpara LED ;Cromo / Blanco;LED 42W - 3000K - 3150 LMS - 220-240V~50/60Hz;345,41
INFINITY LINE;6609;Plafón LED;Cromo / Blanco;LED 30W - 3000K - 2250 LMS - 220-240V~50/60Hz;286,11
INFINITY PLATA CROMO;5380;Lámpara LED ;Plata Cromo;LED 42W - 3000K - 3400 LMS - AC100-240V 50/60Hz;250,64
INFINITY PLATA CROMO;5381;Lámpara LED ;Plata Cromo;LED 60W - 3000K - 4500 LMS - 100-240V~50/60Hz;320,37
INFINITY PLATA CROMO;5382;Plafón LED ;Plata Cromo;LED 30W - 3000K - 2500 LMS - AC100-240V 50/60Hz;229,46
INFINITY PLATA CROMO;5383;Sobremesa LED ;Plata Cromo;LED 12W - 3000K - 1000 LMS - 100-240V~50/60Hz;128,74
INFINITY PLATA CROMO;5384;Lámpara LED ;Plata Cromo;LED 30W - 3000K - 2500 LMS - AC100-240V 50/60Hz;207,66
INFINITY PLATA CROMO;5725;Lámpara LED  Dimable;Plata Cromo;LED 42W - 3000K - 3400 LMS - 220-240V~50/60Hz;317,88
INFINITY PLATA CROMO;5726;Lámpara LED  Dimable;Plata Cromo;LED 60W - 3000K - 4500 LMS - 220-240V~50/60Hz;384,70
INFINITY PLATA CROMO;5727;Plafón LED  Dimable;Plata Cromo;LED 30W - 3000K - 2500 LMS - 220-240V~50/60Hz;264,55
IOS;7294;Foco Superficie/Aplique Luz GU10;Blanco;1 x GU10 (No Incl.);38,60
IOS;7295;Foco Superficie/Aplique Luz GU10;Negro;1 x GU10 (No Incl.);38,60
IPSILON;7315;Foco Superficie LED;Blanco;LED 35W - 3000K - 3500 LMS - 220-240V~50/60Hz;95,10
IPSILON;7316;Foco Superficie LED;Blanco;LED 35W - 4000K - 3850 LMS - 220-240V~50/60Hz;95,10
IPSILON;7317;Foco Superficie LED;Negro;LED 35W - 3000K - 3500 LMS - 220-240V~50/60Hz;95,10
IPSILON;7318;Foco Superficie LED;Negro;LED 35W - 4000K - 3850 LMS - 220-240V~50/60Hz;95,10
IPSILON;7319;Lente;Transparente;;5,34
IPSILON;7320;Lente;Transparente;;5,34
IPSILON;7321;Lente;Transparente;;5,34
IPSILON;7322;Lente;Negro;;2,90
JACKSON;6542;Aplique exterior LED  IP54;Gris Oscuro;LED 6W - 3000K - 420 LMS - 220-240V~50/60Hz;40,50
JACKSON;6543;Aplique exterior LED  IP54;Arena Blanco;LED 6W - 3000K - 420 LMS - 220-240V~50/60Hz;40,50
JARRAS;6190;Colgante  - Grande;Cobre;1 x E27 (No Incl.);197,10
JARRAS;6191;Colgante  - Grande;Cromo/Grafito;1 x E27 (No Incl.);175,43
JARRAS;6192;Colgante  - Grande;Bronce;1 x E27 (No Incl.);196,46
JARRAS;6193;Colgante  - Mediano;Cobre;1 x E27 (No Incl.);187,90
JARRAS;6194;Colgante  - Mediano;Cromo/Grafito;1 x E27 (No Incl.);156,37
JARRAS;6195;Colgante  - Mediano;Bronce;1 x E27 (No Incl.);177,39
JARRAS;6196;Colgante  - Pequeño;Cobre;1 x E27 (No Incl.);149,80
JARRAS;6197;Colgante  - Pequeño;Cromo/Grafito;1 x E27 (No Incl.);132,72
JARRAS;6198;Colgante  - Pequeño;Bronce;1 x E27 (No Incl.);151,10
JARRAS;6199;Colgante  -Xs;Cobre;1 x E27 (No Incl.);95,28
JARRAS;6200;Colgante  -Xs;Cromo/Grafito;1 x E27 (No Incl.);80,82
JARRAS;6201;Colgante  -Xs;Bronce;1 x E27 (No Incl.);93,94
JARRAS;6500;Colgante - Copa de techo;Cromo;;117,12
JARRAS;6501;Colgante - Copa de techo;Cromo;;92,06
JAZZ ORO;5895;Lámpara ;Oro;6 x E27 (No Incl.);450,45
JAZZ ORO;5896;Lámpara ;Oro;3 x E27 (No Incl.);278,84
JAZZ ORO;5897;Plafón ;Oro;5 x E27 (No Incl.);380,25
JAZZ ORO;5898;Aplique ;Oro;1 x E27 (No Incl.);72,15
JAZZ ORO;5899;Lámpara ;Oro;1 x E27 (No Incl.);79,94
JAZZ ORO;5908;Lámpara ;Oro;1 x E27 (No Incl.);60,45
JAZZ ORO;5909;Sobremesa ;Oro;1 x E27 (No Incl.);85,80
JAZZ PINTURA DORADA;6350;***DES***Lámpara ;Pintura Oro;6 x E27 (No Incl.);365,33
JAZZ PINTURA DORADA;6351;***DES***Lámpara ;Pintura Oro;3 x E27 (No Incl.);220,33
JAZZ PINTURA DORADA;6352;***DES***Plafón ;Pintura Oro;5 x E27 (No Incl.);299,93
JAZZ PINTURA DORADA;6356;***DES***Sobremesa ;Pintura Oro;1 x E27 (No Incl.);67,53
JERI;6370;Aplique LED ;Cromo;LED 8W - 3000K - 421 LMS - AC 175-265V 50/60Hz;58,27
JERI;6371;Aplique LED ;Cromo;LED 12W - 3000K - 716 LMS - AC 175-265V 50/60Hz;66,67
JERI;6372;Aplique LED ;Cromo;LED 8W - 4000K - 465 LMS - AC 175-265V 50/60Hz;58,27
JERI;6373;Aplique LED ;Cromo;LED 12W - 4000K - 760 LMS - AC 175-265V 50/60Hz;66,67
JERI;6374;Aplique LED ;Cromo;LED 24W - 3000K - 1497 LMS - AC 175-265V 50/60Hz;83,06
JERI;6375;Aplique LED ;Cromo;LED 24W - 4000K - 1560 LMS - AC 175-265V 50/60Hz;83,06
JUPITER;7170;Plafón/Aplique LED ;Oro/Negro;LED 18W - 3000K - 590 LMS - 220-240V~50/60Hz;71,86
K2;6480;Sobremesa exterior ;Negro;LED 2.2W - 3000K - 188 LMS - DC 5V/1A;103,20
K2;6481;Sobremesa exterior ;Blanco;LED 2.2W - 3000K - 188 LMS - DC 5V/1A;103,20
K2;6484;Sobremesa exterior ;Amarillo;LED 2.2W - 3000K - 188 LMS - DC 5V/1A;103,20
K2;7100;Pie De Salón exterior LED IP54;Blanco;LED 2.2W - 3000K - 188 LMS - DC 3.7V;141,50
K2;7101;Pie De Salón exterior LED IP54;Negra;LED 2.2W - 3000K - 188 LMS - DC 3.7V;141,50
K3;7115;Sobremesa exterior ;Negro Arena;LED 2W - 3000K - 155 LMS - DC 5V/1A;79,32
K3;7116;Sobremesa exterior ;Blanco Arena;LED 2W - 3000K - 155 LMS - DC 5V/1A;79,32
KAILUA;5630;Foco Superficie ;Plata;2 x GU10 (No Incl.);43,90
KAILUA;5631;Foco Superficie ;Plata;1 x GU10 (No Incl.);26,50
KAILUA;5632;Foco Superficie ;Blanco mate;2 x GU10 (No Incl.);43,90
KAILUA;5633;Foco Superficie ;Blanco mate;1 x GU10 (No Incl.);26,50
KANDANCHU;6510;Aplique exterior IP54;Gris Oscuro;2 x GU10 (No Incl.);16,90
KANDANCHU;6511;Aplique exterior IP54;Blanco;2 x GU10 (No Incl.);16,90
KANDANCHU;6512;Aplique exterior IP54;Gris Oscuro;1 x GU10 (No Incl.);12,30
KANDANCHU;6513;Aplique exterior IP54;Blanco;1 x GU10 (No Incl.);12,30
KANDANCHU;6514;Aplique exterior IP54;Gris Oscuro;2 x GU10 (No Incl.);17,80
KANDANCHU;6515;Aplique exterior IP54;Blanco;2 x GU10 (No Incl.);17,80
KANDANCHU;6516;Aplique exterior IP54;Gris Oscuro;1 x GU10 (No Incl.);12,30
KANDANCHU;6517;Aplique exterior IP54;Blanco;1 x GU10 (No Incl.);12,30
KANDANCHU;7037;Aplique exterior IP54;Negro Arena;2 x GU10 (No Incl.);16,90
KANDANCHU;7038;Aplique exterior IP54;Negro Arena;2 x GU10 (No Incl.);17,80
KANDANCHU;7039;Aplique exterior IP54;Negro Arena;1 x GU10 (No Incl.);12,30
KANDANCHU;7040;Aplique exterior IP54;Negro Arena;1 x GU10 (No Incl.);12,30
KAWAI;5521;***DES***Plafón LED ;Cromo;LED 12W - 4000K - 950 LMS - 220-240V~50/60Hz;113,02
KENZO;6672;Plafón LED;Blanco Arena;LED 30W - 4000K - 2100 LMS - 220-240V~50/60Hz;81,36
KENZO;6673;Plafón LED;Blanco Arena;LED 40W - 4000K - 2800 LMS - 220-240V~50/60Hz;106,22
KHALIFA;5160;Lámpara ;Cromo;1 x GU10 (No Incl.);58,56
KHALIFA;5161;Lámpara ;Cromo;3 x GU10 (No Incl.);194,69
KHALIFA;5164;Lámpara ;Cromo;5 x GU10 (No Incl.);309,52
KHALIFA;5165;Lámpara ;Cobre;1 x GU10 (No Incl.);62,36
KHALIFA;5166;Lámpara ;Cobre;3 x GU10 (No Incl.);206,86
KINKE;6210;Colgante  IP44;Gris Antracita;1 x E27 (No Incl.);65,00
KINKE;6211;Colgante  IP44;Gris Antracita;1 x E27 (No Incl.);68,30
KINKE;6212;Colgante  IP44;Gris Antracita;1 x E27 (No Incl.);70,80
KINKE;6213;Portatil  IP65;Gris Antracita;1 x E27 (No Incl.);58,90
KINKE;6214;Gancho( Aplique Equipo);Gris Antracita;;5,70
KINKE;6215;Soporte Peana;Gris Antracita;;97,80
KINKE;6216;Portatil  IP65;Gris Antracita;1 x E27 (No Incl.);70,20
KINKE;6217;Portatil  IP65;Gris Antracita;1 x E27 (No Incl.);71,40
KINKE;6218;Peana;Acero Inox-mármol neg;;147,48
KITESURF BLANCO;7190;Lámpara LED;Blanco;LED 50W - 3000K - 4000 LMS - AC 220-240V 50/60Hz;130,62
KITESURF BLANCO;7191;Lámpara LED;Blanco;LED 48W - 3000K - 3840 LMS - AC 220-240V 50/60Hz;244,06
KITESURF BLANCO;7192;Lámpara LED;Blanco;LED 30W - 3000K - 2400 LMS - 220-240V~50/60Hz;83,62
KITESURF BLANCO;7193;Lámpara LED;Blanco;LED 30W - 3000K - 2400 LMS - AC 220-240V 50/60Hz;161,36
KITESURF BLANCO;7194;Aplique LED;Blanco;LED 8W - 3000K - 640 LMS - AC 220-240V 50/60Hz;33,90
KITESURF BLANCO;7195;Sobremesa LED;Blanco;LED 8W - 3000K - 380 LMS - AC 100-240V 50/60Hz;47,46
KITESURF BLANCO;7196;Pie De Salón LED;Blanco;LED 24W - 3000K - 900 LMS - AC 100-240V 50/60Hz;124,30
KITESURF NEGRO;7140;Lámpara LED;Negro;LED 50W - 3000K - 4000 LMS - AC 220-240V 50/60Hz;130,62
KITESURF NEGRO;7141;Lámpara LED;Negro;LED 48W - 3000K - 3840 LMS - AC 220-240V 50/60Hz;244,06
KITESURF NEGRO;7142;Lámpara LED;Negro;LED 30W - 3000K - 2400 LMS - 220-240V~50/60Hz;83,62
KITESURF NEGRO;7143;Lámpara LED;Negro;LED 30W - 3000K - 2400 LMS - AC 220-240V 50/60Hz;161,36
KITESURF NEGRO;7144;Aplique LED;Negro;LED 8W - 3000K - 640 LMS - AC 220-240V 50/60Hz;33,90
KITESURF NEGRO;7145;Sobremesa LED;Negro;LED 8W - 3000K - 380 LMS - AC 100-240V 50/60Hz;47,46
KITESURF NEGRO;7146;Pie De Salón LED;Negro;LED 24W - 3000K - 900 LMS - AC 100-240V 50/60Hz;124,30
KLAPPEN;7095;Sobremesal exterior LED IP54;Blanco;LED 2.2W - 3000K - 188 LMS - DC 3.7V;98,64
KLAPPEN;7096;Sobremesa exterior LED IP54;Negra;LED 2.2W - 3000K - 188 LMS - DC 3.7V;98,64
KNOT LED BLANCO;6035;Plafón LED ;Blanco;LED 36W - 2800K - 2520 LMS - 100-240V~50/60Hz;202,47
KNOT LED BLANCO;6035K;Plafón LED ;Blanco;LED 36W - 4000K - 2520 LMS - 100-240V~50/60Hz;202,47
KNOT LED BLANCO;6036;Plafón LED  Dimable;Blanco;LED 36W - 2800K - 2520 LMS - 100-240V~50/60Hz;222,04
KNOT LED BLANCO;6036K;Plafón LED  Dimable;Blanco;LED 36W - 4000K - 2520 LMS - 100-240V~50/60Hz; -   € 
KNOT LED BLANCO;6037;Plafón LED  Dimable;Blanco;LED 60W - 2800K - 4800 LMS - 220-240V~50/60Hz;371,19
KNOT LED BLANCO;6037K;Plafón LED Dimable;Blanco;LED 60W - 4000K - 4800 LMS - 220-240V~50/60Hz;371,19
KNOT LED PLATA CROMO;4988;Aplique LED ;Plata Cromo;LED 12W - 3000K - 840 LMS - 220-240V~50/60Hz;80,99
KNOT LED PLATA CROMO;4989;Plafón LED;Plata Cromo;LED 36W - 3000K - 2520 LMS - AC100-240V 50/60Hz;182,23
KNOT LED PLATA CROMO;4990;Plafón LED ;Plata Cromo;LED 40W - 3000K - 2800 LMS - 100-240V~50/60Hz;229,46
KNOT LED PLATA CROMO;4993;Aplique LED  Touch Dimmer;Plata Cromo;LED 12W - 3000K - 840 LMS - 120-240V~ 50/60Hz;110,01
KNOT LED PLATA CROMO;4994;Plafón LED 3 Dimable;Plata Cromo;LED 36W - 3000K - 2520 LMS - 220-240V~50/60Hz;222,72
KNOT LED PLATA CROMO;5916;Plafón LED  Dimable;Plata Cromo;LED 60W - 3000K - 4800 LMS - AC220-240V 50/60Hz;380,71
KNOT LINE;6615;Plafón LED;Cromo / Blanco;LED 60W - 3000K - 4500 LMS - 100-240V~50/60Hz;522,34
KNOT LINE;6616;Plafón LED;Cromo / Blanco;LED 40W - 3000K - 3000 LMS - 220-240V~50/60Hz;285,41
KNOT LINE;6617;Aplique LED;Cromo / Blanco;LED 12W - 3000K - 900 LMS - 220-240V~50/60Hz;109,17
KRATER;6456;Plafón Redondo  CR.;Blanco;LED 36W - 3000K-6000K - 1800 LMS - AC100-250V 50/60Hz;139,66
LADY;6040;***DES***Sobremesa LED Dim;Blanco;LED 6W - 3000K- - 400 LMS - 100-240V~50/60Hz;62,05
LAMBORJINI ;6835;Empotrable ;Blanco;1 x GU10 (No Incl.);2,70
LAMBORJINI ;6837;Empotrable ;Blanco;1 x GU10 (No Incl.);3,10
LAMBORJINI ;6838;Empotrable ;Negro;1 x GU10 (No Incl.);3,10
LAMBORJINI ;6839;Empotrable ;Blanco;1 x GU10 (No Incl.);4,34
LAMBORJINI ;6840;Empotrable ;Negro;1 x GU10 (No Incl.);4,34
LAMBORJINI ;6841;Empotrable ;Blanco;1 x GU10 (No Incl.);4,34
LAMBORJINI ;6842;Empotrable ;Negro;1 x GU10 (No Incl.);4,34
LAMBORJINI ;6843;Empotrable ;Blanco;1 x GU10 (No Incl.);4,34
LAMBORJINI ;6844;Empotrable ;Negro;1 x GU10 (No Incl.);4,34
LAMBORJINI ;6845;Empotrable ;Blanco;1 x GU10 (No Incl.);4,34
LAMBORJINI ;6846;Empotrable ;Negro;1 x GU10 (No Incl.);4,34
LANZAROTE;6875;Aplique LED + 2*USB;Blanco Mate;LED 18W - 3000K - 1400 LMS - AC220-240V~ 50/60Hz;77,40
LANZAROTE;6876;Aplique LED  + 2*USB;Negro Mate;LED 18W - 3000K - 1400 LMS - AC220-240V~ 50/60Hz;77,40
LASCAS;5955;***DES***Plafón LED  CR.;Blanco;LED 60W - 3000K-6500K - 4200 LMS - 220-240V~50/60Hz;235,95
LASCAS;5956;***DES***Plafón LED  CR.;Blanco;LED 55W - 3000K-6500K - 3800 LMS - 220-240V~50/60Hz;195,00
LENS;6185;Colgante  - Grande;Cromo;1 x E27 (No Incl.);155,41
LENS;6186;Colgante  - Mediano;Cromo;1 x E14 (No Incl.);97,97
LENS;6187;Colgante  - Pequeño;Cromo;1 x G9 (No Incl.);46,62
LENS;6189;Lámpara ;Cromo;3 x E14 (No Incl.);303,38
LEVI;7180;Aplique exterior  IP65;Blanco;2 x GU10 (No Incl.);38,38
LEVI;7181;Aplique exterior  IP65;Gris Oscuro;2 x GU10 (No Incl.);38,38
LEVI;7182;Aplique exterior  IP65;Blanco;2 x GU10 (No Incl.);42,04
LEVI;7183;Aplique exterior  IP65;Gris Oscuro;2 x GU10 (No Incl.);42,04
LEVI;7184;Aplique exterior  IP65;Blanco;1 x GU10 (No Incl.);30,02
LEVI;7185;Aplique exterior  IP65;Gris Oscuro;1 x GU10 (No Incl.);30,02
LEVI;7186;Aplique exterior  IP65;Blanco;1 x GU10 (No Incl.);30,44
LEVI;7187;Aplique exterior  IP65;Gris Oscuro;1 x GU10 (No Incl.);30,44
LOEWE ANTIQUE BRASS;4730;Lámpara ;Cuero;9 x E14 (No Incl.);549,90
LOEWE ANTIQUE BRASS;4731;Lámpara ;Cuero;5 x E14 (No Incl.);366,61
LOEWE ANTIQUE BRASS;4732;Lámpara ;Cuero;5 x E14 (No Incl.);378,29
LOEWE ANTIQUE BRASS;4733;Lámpara ;Cuero;3 x E14 (No Incl.);241,79
LOEWE ANTIQUE BRASS;4734;Aplique ;Cuero;2 x E14 (No Incl.);118,96
LOEWE ANTIQUE BRASS;4735;Aplique ;Cuero;1 x E14 (No Incl.);68,24
LOEWE ANTIQUE BRASS;4736;Sobremesa ;Cuero;1 x E27 (No Incl.);140,40
LOEWE ANTIQUE BRASS;4737;Sobremesa ;Cuero;1 x E14 (No Incl.);74,10
LOEWE ANTIQUE BRASS;4738;Pie De Salón ;Cuero;3 x E27 (No Incl.);261,30
LOEWE ANTIQUE BRASS;4739;Lámpara ;Cuero;3 x E27 (No Incl.);165,75
LOEWE ANTIQUE BRASS;4740;Plafón ;Cuero;3 x E27 (No Incl.);134,55
LOEWE CROMO;4630;Lámpara ;Cromo;9 x E14 (No Incl.);528,46
LOEWE CROMO;4631;Lámpara ;Cromo;5 x E14 (No Incl.);351,00
LOEWE CROMO;4632;Lámpara ;Cromo;5 x E14 (No Incl.);362,70
LOEWE CROMO;4633;Lámpara ;Cromo;3 x E14 (No Incl.);232,05
LOEWE CROMO;4634;Aplique ;Cromo;2 x E14 (No Incl.);115,05
LOEWE CROMO;4635;Aplique ;Cromo;1 x E14 (No Incl.);66,30
LOEWE CROMO;4636;Sobremesa ;Cromo;1 x E27 (No Incl.);134,55
LOEWE CROMO;4637;Sobremesa ;Cromo;1 x E14 (No Incl.);72,15
LOEWE CROMO;4638;Pie De Salón ;Cromo;3 x E27 (No Incl.);251,55
LOEWE CROMO;4639;Lámpara ;Cromo;3 x E27 (No Incl.);159,90
LOEWE CROMO;4640;Plafón ;Cromo;3 x E27 (No Incl.);128,70
LOOKER;3615;Sobremesa ;Blanco-Madera;1 x E27 (No Incl.);93,61
LOOKER;3770;Lámpara ;Blanco-Madera;5 x E27 (No Incl.);245,70
LOOKER;3771;Lámpara ;Blanco-Madera;3 x E27 (No Incl.);175,50
LOOKER;3772;Aplique ;Blanco-Madera;1 x E27 (No Incl.);48,75
LOOKER;3773;Aplique ;Blanco-Madera;1 x E27 (No Incl.);64,35
LOOP CROMO;1800;Lámpara 8 Luces;Cromo;8 x G9 ;202,80
LOOP CROMO;1801;Lámpara 6 Luces;Cromo;6 x G9 ;165,75
LOOP CROMO;1802;Plafón 6 Luces;Cromo;6 x G9 ;158,00
LOOP CROMO;1803;Plafón 4 Luces;Cromo;4 x G9 ;128,01
LOOP CROMO;1804;Plafón 3 Luces;Cromo;3 x G9 ;106,00
LOOP CROMO;1805;Aplique 2 Luces;Cromo;2 x G9 ;56,56
LOOP CROMO;1806;Aplique 1 Luz;Cromo;1 x G9 ;40,95
LOOP CROMO;1807;Sobremesa 1 Luz;Cromo;1 x G9 ;52,65
LOOP CUERO;1820;Lámpara 8 Luces;Cuero;8 x G9 ;208,65
LOOP CUERO;1821;Lámpara 6 Luces;Cuero;6 x G9 ;173,55
LOOP CUERO;1822;Plafón 6 Luces;Cuero;6 x G9 ;164,00
LOOP CUERO;1823;Plafón 4 Luces;Cuero;4 x G9 ;132,00
LOOP CUERO;1824;Plafón 3 Luces;Cuero;3 x G9 ;108,00
LOOP CUERO;1825;Aplique 2 Luces;Cuero;2 x G9 ;58,50
LOOP CUERO;1826;Aplique 1 Luz;Cuero;1 x G9 ;42,89
LOOP CUERO;1827;Sobremesa 1 Luz;Cuero;1 x G9 ;56,56
LOOP NÍQUEL SATINADO;1810;Lámpara 8 Luces;Níquel Satinado;8 x G9 ;208,65
LOOP NÍQUEL SATINADO;1811;Lámpara 6 Luces;Níquel Satinado;6 x G9 ;173,55
LOOP NÍQUEL SATINADO;1812;Plafón 6 Luces;Níquel Satinado;6 x G9 ;164,00
LOOP NÍQUEL SATINADO;1813;Plafón 4 Luces;Níquel Satinado;4 x G9 ;132,00
LOOP NÍQUEL SATINADO;1814;Plafón 3 Luces;Níquel Satinado;3 x G9 ;108,00
LOOP NÍQUEL SATINADO;1815;Aplique 2 Luces;Níquel Satinado;2 x G9 ;58,50
LOOP NÍQUEL SATINADO;1816;Aplique 1 Luz;Níquel Satinado;1 x G9 ;42,89
LOOP NÍQUEL SATINADO;1817;Sobremesa 1 Luz;Níquel Satinado;1 x G9 ;56,56
LOUISE;5270;***DES***Lámpara ;Cromo;6 x E27 (No Incl.);334,62
LOUISE;5272;***DES***Lámpara ;Cromo;4 x E27 (No Incl.);257,01
LOUISE;5273;***DES***Lámpara ;Cromo;3 x E27 (No Incl.);196,95
LOUISE;5274;***DES***Lámpara ;Cromo;3 x E27 (No Incl.);162,04
LOUISE;5276;***DES***Aplique ;Cromo;2 x E27 (No Incl.);106,47
LOUISE;5277;***DES***Aplique ;Cromo;1 x E27 (No Incl.);60,06
LOUISE;5279;***DES***Sobremesa ;Cromo;1 x E27 (No Incl.);76,05
LOUISE;5280;***DES***Pie De Salón ;Cromo;2 x E27 (No Incl.);270,66
